period_begin,period_end,region_type,zipcode,state,state_code,property_type,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy
12/1/22,2/28/23,zip code,98119,Washington,WA,Single Family Residential,1285700.0,-0.029660377,0.02856,1290000.0,-0.013384321,-0.007692308
6/1/14,8/31/14,zip code,98178,Washington,WA,Multi-Family (2-4 Unit),210000.0,,,247500.0,,
9/1/15,11/30/15,zip code,98113,Washington,WA,All Residential,567500.0,0.0,0.436708861,,,
4/1/12,6/30/12,zip code,98136,Washington,WA,Single Family Residential,407500.0,0.046213094,0.116438356,428250.0,-0.026704545,0.092753253
4/1/15,6/30/15,zip code,98178,Washington,WA,All Residential,280002.5,0.046934006,0.06061553,322425.0,0.023571429,0.139310954
12/1/19,2/29/20,zip code,98199,Washington,WA,Multi-Family (2-4 Unit),1248500.0,0.019808046,,,,
4/1/20,6/30/20,zip code,98117,Washington,WA,Single Family Residential,885000.0,0.0,0.072727273,874975.0,-2.86e-05,0.09508761
7/1/18,9/30/18,zip code,98106,Washington,WA,Multi-Family (2-4 Unit),660000.0,0.0,0.2,,,
8/1/16,10/31/16,zip code,98199,Washington,WA,Single Family Residential,911000.0,0.05561993,0.173969072,864500.0,-0.023163842,0.080692543
3/1/19,5/31/19,zip code,98112,Washington,WA,Single Family Residential,1347500.0,0.141949153,-0.086440678,1295000.0,0.036,-0.164516129
9/1/19,11/30/19,zip code,98136,Washington,WA,All Residential,645865.0,-0.031686657,-0.119775128,665000.0,0.01217656,-0.048640916
2/1/23,4/30/23,zip code,98133,Washington,WA,Townhouse,649000.0,0.007060284,-0.107873123,715000.0,0.010636418,-0.13322827
8/1/19,10/31/19,zip code,98188,Washington,WA,Single Family Residential,425000.0,-0.027459954,0.011904762,429980.0,-0.064243743,0.005859992
7/1/19,9/30/19,zip code,98106,Washington,WA,All Residential,567500.0,-0.022183933,0.031818182,529900.0,-0.036545455,-0.031880881
1/1/24,3/31/24,zip code,98117,Washington,WA,Condo/Co-op,755000.0,0.059649123,-0.203124175,798975.0,0.102034483,0.032267442
10/1/21,12/31/21,zip code,98146,Washington,WA,Townhouse,365000.0,-0.0875,0.746411483,,,
1/1/17,3/31/17,zip code,98119,Washington,WA,Townhouse,879500.0,0.021486643,0.1664843,849950.0,0.008872667,0.250018384
8/1/19,10/31/19,zip code,98136,Washington,WA,Single Family Residential,715000.0,-0.052980132,-0.124847001,750000.0,-0.025974026,-0.031320633
3/1/13,5/31/13,zip code,98134,Washington,WA,Condo/Co-op,207400.0,0.0,-0.901589561,218800.0,0.0,
2/1/16,4/30/16,zip code,98115,Washington,WA,Multi-Family (2-4 Unit),550000.0,0.12244898,0.013824885,600000.0,-0.172385255,-0.024390244
1/1/22,3/31/22,zip code,98106,Washington,WA,All Residential,650000.0,0.0,0.12945265,658500.0,0.016205272,0.145217391
11/1/13,1/31/14,zip code,98199,Washington,WA,Condo/Co-op,219000.0,0.0,0.050359712,359000.0,0.480565007,0.67015585
1/1/18,3/31/18,zip code,98107,Washington,WA,Condo/Co-op,525000.0,0.004784689,0.214083367,499950.0,0.0,0.279462572
7/1/18,9/30/18,zip code,98105,Washington,WA,Single Family Residential,1051000.0,0.000952381,0.025365854,995000.0,-0.05597723,-0.029244616
5/1/17,7/31/17,zip code,98177,Washington,WA,All Residential,746500.0,0.0,0.101032448,699900.0,-0.044505119,0.004160689
7/1/20,9/30/20,zip code,98198,Washington,WA,All Residential,449497.5,0.021585227,0.12374375,442500.0,-0.006678265,0.066277907
9/1/21,11/30/21,zip code,98101,Washington,WA,Townhouse,1387500.0,,,1345000.0,,
1/1/19,3/31/19,zip code,98199,Washington,WA,Single Family Residential,1050000.0,0.057934509,-0.094827586,1179000.0,0.005972696,0.071818182
3/1/19,5/31/19,zip code,98155,Washington,WA,All Residential,568000.0,-0.033150347,-0.139393939,599475.0,0.000792988,-0.077695296
9/1/16,11/30/16,zip code,98198,Washington,WA,All Residential,325000.0,0.007751938,0.181818182,300000.0,-0.087383071,0.138627953
7/1/17,9/30/17,zip code,98117,Washington,WA,All Residential,745900.0,-0.030039012,0.088905109,699950.0,-0.023098395,0.076846154
1/1/19,3/31/19,zip code,98125,Washington,WA,All Residential,615250.0,0.037521079,-0.071320755,649998.0,0.035028662,0.085138564
10/1/20,12/31/20,zip code,98198,Washington,WA,All Residential,460000.0,-0.010752688,0.15,449000.0,-0.002166787,0.069174902
7/1/15,9/30/15,zip code,98136,Washington,WA,Townhouse,425000.0,0.014319809,0.098901099,395000.0,-0.046987152,0.040843215
11/1/18,1/31/19,zip code,98134,Washington,WA,All Residential,660000.0,,0.833333333,387000.0,,0.164084825
8/1/22,10/31/22,zip code,98178,Washington,WA,All Residential,659950.0,0.015307692,0.064501586,649000.0,-0.001538462,0.0384
9/1/17,11/30/17,zip code,98199,Washington,WA,Townhouse,706000.0,-0.059293804,0.17764804,620000.0,-0.078032641,-0.014230066
4/1/21,6/30/21,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),991500.0,-0.16540404,0.016923077,1049990.0,0.0,0.076912821
3/1/12,5/31/12,zip code,98199,Washington,WA,Condo/Co-op,225500.0,0.366666667,0.473856209,197475.0,-0.012378095,0.067432432
12/1/14,2/28/15,zip code,98108,Washington,WA,Multi-Family (2-4 Unit),165000.0,,-0.318181818,297450.0,,
8/1/22,10/31/22,zip code,98133,Washington,WA,Multi-Family (2-4 Unit),977500.0,0.184848485,0.427007299,881000.0,0.0,-0.304930966
8/1/14,10/31/14,zip code,98155,Washington,WA,Multi-Family (2-4 Unit),492500.0,0.0,0.111738149,317500.0,0.0,-0.17746114
5/1/19,7/31/19,zip code,98117,Washington,WA,Townhouse,654975.0,-0.013591867,-0.083951049,639950.0,-0.030305326,-0.117310345
1/1/22,3/31/22,zip code,98178,Washington,WA,Townhouse,322500.0,0.040322581,-0.40606641,650000.0,0.007752719,0.140550974
1/1/15,3/31/15,zip code,98105,Washington,WA,All Residential,596725.0,0.01311545,0.119559099,747500.0,0.15,0.257359125
2/1/17,4/30/17,zip code,98199,Washington,WA,Single Family Residential,985000.0,0.0,0.172619048,949000.0,-0.01376981,0.092059839
9/1/13,11/30/13,zip code,98188,Washington,WA,Townhouse,97500.0,-0.152173913,-0.402527767,129900.0,0.0,-0.015909091
7/1/19,9/30/19,zip code,98112,Washington,WA,Condo/Co-op,560000.0,-0.235494881,0.027522936,529950.0,0.070606061,-0.036454545
4/1/17,6/30/17,zip code,98102,Washington,WA,Townhouse,988000.0,0.00508647,0.177606408,924990.0,-0.07222668,0.1569606
2/1/22,4/30/22,zip code,98115,Washington,WA,All Residential,1049000.0,0.049,0.181372825,875000.0,5.71e-05,0.008645533
9/1/19,11/30/19,zip code,98107,Washington,WA,All Residential,731475.0,0.004773352,-0.04194499,725000.0,0.003460208,-0.064516129
4/1/22,6/30/22,zip code,98144,Washington,WA,Single Family Residential,1055000.0,-0.032110092,0.065638267,967500.0,-0.007692308,0.019225705
3/1/18,5/31/18,zip code,98198,Washington,WA,All Residential,372629.0,-0.051834606,0.00169086,387000.0,-0.003861004,0.105714286
10/1/19,12/31/19,zip code,98133,Washington,WA,All Residential,555000.0,-0.008928571,-0.004484305,554475.0,-0.009866071,-0.042357513
3/1/16,5/31/16,zip code,98103,Washington,WA,Multi-Family (2-4 Unit),753000.0,0.126402393,0.083453237,750000.0,0.079253157,0.155624037
8/1/23,10/31/23,zip code,98102,Washington,WA,Multi-Family (2-4 Unit),1165000.0,,,1285000.0,,
3/1/15,5/31/15,zip code,98116,Washington,WA,Condo/Co-op,365912.5,0.143476563,0.108993787,391975.0,-0.066615073,0.266682824
1/1/20,3/31/20,zip code,98110,Washington,WA,Townhouse,618000.0,0.09380531,-0.209213052,575000.0,-0.425,-0.041347116
6/1/14,8/31/14,zip code,98125,Washington,WA,Multi-Family (2-4 Unit),478750.0,-0.152654867,-0.088095238,459475.0,0.021055556,0.026817141
3/1/20,5/31/20,zip code,98103,Washington,WA,All Residential,745000.0,-0.019091508,-0.050955414,759000.0,-0.007161778,-0.020645161
6/1/16,8/31/16,zip code,98126,Washington,WA,Condo/Co-op,315000.0,0.016129032,0.401713205,264950.0,-0.116833333,0.104188373
2/1/20,4/30/20,zip code,98105,Washington,WA,Townhouse,809000.0,0.050649351,0.14833215,800000.0,0.032258065,0.045751634
10/1/21,12/31/21,zip code,98144,Washington,WA,Multi-Family (2-4 Unit),1398000.0,-0.218994413,0.839473684,1142500.0,0.077830189,0.364219827
7/1/23,9/30/23,zip code,98117,Washington,WA,Condo/Co-op,750475.0,0.0,0.064503546,787475.0,0.050351796,-0.009465409
12/1/19,2/29/20,zip code,98166,Washington,WA,Townhouse,449950.0,0.0,0.150767263,449950.0,0.0,-0.086303178
2/1/21,4/30/21,zip code,98125,Washington,WA,Townhouse,599990.0,0.034554703,0.209657258,644950.0,-0.007731067,0.151716995
7/1/12,9/30/12,zip code,98117,Washington,WA,Single Family Residential,441500.0,-0.003386005,0.063855422,439000.0,0.010356732,0.055415314
5/1/15,7/31/15,zip code,98118,Washington,WA,Condo/Co-op,205000.0,-0.183266932,-0.046511628,211875.0,0.033788729,-0.014534884
9/1/21,11/30/21,zip code,98175,Washington,WA,Single Family Residential,805000.0,0.319672131,,600000.0,0.0,
3/1/14,5/31/14,zip code,98148,Washington,WA,Condo/Co-op,88000.0,0.063444109,0.517241379,64500.0,-0.328125,-0.006928406
6/1/13,8/31/13,zip code,98144,Washington,WA,Condo/Co-op,241950.0,0.004358655,0.08741573,225000.0,0.02319236,0.024007282
6/1/23,8/31/23,zip code,98110,Washington,WA,All Residential,1181500.0,-0.038649308,-0.108301887,1088000.0,-0.0104593,-0.190777241
9/1/13,11/30/13,zip code,98116,Washington,WA,Multi-Family (2-4 Unit),607500.0,0.0,1.209090909,549995.0,0.0,0.999981818
2/1/15,4/30/15,zip code,98168,Washington,WA,Condo/Co-op,104000.0,0.106382979,0.02970297,96750.0,-0.19375,0.026525199
6/1/15,8/31/15,zip code,98166,Washington,WA,Condo/Co-op,189000.0,1.907692308,-0.110588235,189000.0,-0.315093314,-0.192307692
4/1/14,6/30/14,zip code,98109,Washington,WA,Townhouse,665000.0,0.266666667,0.343434343,649950.0,0.0,0.238
5/1/13,7/31/13,zip code,98146,Washington,WA,Condo/Co-op,105000.0,0.0,0.68,117500.0,0.02173913,-0.081313526
5/1/12,7/31/12,zip code,98106,Washington,WA,All Residential,218750.0,0.01744186,0.151315789,221975.0,0.030046404,0.109930497
7/1/13,9/30/13,zip code,98148,Washington,WA,Condo/Co-op,60000.0,0.025641026,,98700.0,0.008171604,
4/1/12,6/30/12,zip code,98198,Washington,WA,Single Family Residential,190475.0,0.061142061,0.029594595,189990.0,0.000473934,-0.061754611
4/1/12,6/30/12,zip code,98108,Washington,WA,Single Family Residential,264950.0,0.088090349,-0.000188679,255000.0,-0.089123058,0.0625
9/1/19,11/30/19,zip code,98166,Washington,WA,All Residential,612500.0,0.020833333,0.123853211,614500.0,-0.047286822,0.117323515
9/1/18,11/30/18,zip code,98119,Washington,WA,Condo/Co-op,484500.0,-0.011022658,0.031584147,489000.0,-0.002040816,0.004106776
3/1/24,5/31/24,zip code,98102,Washington,WA,Multi-Family (2-4 Unit),997500.0,0.0,-0.084862385,995000.0,0.063886661,-0.32197615
11/1/21,1/31/22,zip code,98144,Washington,WA,All Residential,788250.0,-0.008490566,0.079794521,742495.0,0.004729364,0.093512518
3/1/18,5/31/18,zip code,98125,Washington,WA,All Residential,671400.0,-0.012647059,0.21520362,599950.0,0.0,0.091810737
9/1/22,11/30/22,zip code,98106,Washington,WA,Condo/Co-op,430000.0,0.048780488,0.211267606,375000.0,-0.142857143,0.034482759
8/1/19,10/31/19,zip code,98103,Washington,WA,Condo/Co-op,399950.0,0.004899497,-0.151749735,399950.0,0.0,-0.069883721
11/1/22,1/31/23,zip code,98106,Washington,WA,Townhouse,615000.0,0.094598202,0.008196721,585000.0,4.27e-05,-0.054927302
11/1/18,1/31/19,zip code,98132,Washington,WA,Single Family Residential,450000.0,0.226158038,0.077199282,475000.0,0.005344198,0.18159204
4/1/17,6/30/17,zip code,98106,Washington,WA,Multi-Family (2-4 Unit),962500.0,0.0,1.75,512500.0,-0.528508015,0.234939759
3/1/12,5/31/12,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),370000.0,0.0,-0.285024155,425000.0,-0.02979112,-0.208566108
11/1/19,1/31/20,zip code,98136,Washington,WA,Townhouse,601000.0,-0.034538153,0.054385965,619500.0,0.087796313,-0.052752294
1/1/12,3/31/12,zip code,98164,Washington,WA,Condo/Co-op,290000.0,-0.041322314,-0.414141414,,,
7/1/21,9/30/21,zip code,98125,Washington,WA,All Residential,750000.0,-0.038461538,0.080691643,729950.0,0.035390071,0.123
7/1/22,9/30/22,zip code,98132,Washington,WA,Single Family Residential,675000.0,0.015037594,0.273584906,577475.0,-0.079721116,0.167795753
1/1/24,3/31/24,zip code,98177,Washington,WA,All Residential,996250.0,0.043193717,0.16180758,950000.0,0.010638298,0.013333333
7/1/19,9/30/19,zip code,98121,Washington,WA,Condo/Co-op,570000.0,-0.008695652,-0.091633466,698000.0,0.084693085,0.07550077
11/1/19,1/31/20,zip code,98198,Washington,WA,All Residential,425000.0,0.0625,0.147098516,479000.0,0.140611978,0.298102981
7/1/18,9/30/18,zip code,98199,Washington,WA,Condo/Co-op,428000.0,-0.108333333,0.032569361,419000.0,0.049533471,0.060759494
1/1/13,3/31/13,zip code,98115,Washington,WA,Condo/Co-op,169500.0,-0.058333333,0.173010381,195000.0,0.012987013,0.147396293
4/1/16,6/30/16,zip code,98109,Washington,WA,Multi-Family (2-4 Unit),1034000.0,-0.075134168,0.168361582,987500.0,-0.002525253,0.521571649
10/1/16,12/31/16,zip code,98105,Washington,WA,All Residential,810000.0,0.042471042,0.044891641,792475.0,0.006956798,-0.001291745
7/1/19,9/30/19,zip code,98117,Washington,WA,Single Family Residential,820500.0,-0.005454545,0.0388706,824475.0,0.0153633,0.06383871
12/1/13,2/28/14,zip code,98117,Washington,WA,Single Family Residential,490000.0,0.056034483,0.085271318,525000.0,0.019417476,0.148796499
2/1/16,4/30/16,zip code,98126,Washington,WA,Townhouse,423200.0,0.003795066,0.155652649,347500.0,-0.03442182,-0.152439024
6/1/15,8/31/15,zip code,98131,Washington,WA,All Residential,252500.0,0.147727273,0.383561644,294250.0,0.126315789,0.25212766
8/1/19,10/31/19,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),1100750.0,0.131004367,-0.145048544,1795000.0,0.12539185,0.32962963
4/1/13,6/30/13,zip code,98106,Washington,WA,All Residential,249949.5,0.005835022,0.162555814,259250.0,0.000965251,0.203016241
9/1/22,11/30/22,zip code,98106,Washington,WA,All Residential,675000.0,0.062992126,0.088709677,649000.0,-0.02406015,0.0384
10/1/22,12/31/22,zip code,98136,Washington,WA,All Residential,950000.0,0.082621083,0.317614424,849000.0,-0.055617353,0.150406504
4/1/20,6/30/20,zip code,98102,Washington,WA,Condo/Co-op,447000.0,0.004494382,-0.096969697,445000.0,-0.062170706,-0.021870535
11/1/15,1/31/16,zip code,98118,Washington,WA,Multi-Family (2-4 Unit),430000.0,-0.07027027,0.409836066,419900.0,-0.506,0.255494095
8/1/13,10/31/13,zip code,98127,Washington,WA,Townhouse,430250.0,,,424375.0,,
6/1/17,8/31/17,zip code,98119,Washington,WA,All Residential,860000.0,0.088607595,0.202797203,844449.5,-0.005242667,0.207218728
4/1/24,6/30/24,zip code,98126,Washington,WA,Single Family Residential,850000.0,0.0207145,0.0,797000.0,-0.048358209,0.043193717
6/1/20,8/31/20,zip code,98122,Washington,WA,Condo/Co-op,445000.0,0.011363636,0.022988506,450000.0,-0.020674646,0.058823529
9/1/18,11/30/18,zip code,98126,Washington,WA,All Residential,595000.0,-0.006677796,0.046429828,585000.0,-0.004255319,-0.048780488
8/1/17,10/31/17,zip code,98198,Washington,WA,All Residential,359950.0,0.028502036,0.116124031,360000.0,-0.01369863,0.095140315
3/1/13,5/31/13,zip code,98103,Washington,WA,Condo/Co-op,205500.0,0.041825095,-0.094713656,235000.0,0.093277506,0.068181818
12/1/17,2/28/18,zip code,98132,Washington,WA,Townhouse,215000.0,0.0,,209950.0,0.0,
5/1/16,7/31/16,zip code,98112,Washington,WA,Condo/Co-op,477500.0,0.034669556,0.110465116,450000.0,-0.052631579,0.132146676
5/1/12,7/31/12,zip code,98101,Washington,WA,All Residential,494975.0,0.031197917,0.112303371,547500.0,-0.039473684,0.155063291
3/1/20,5/31/20,zip code,98119,Washington,WA,Townhouse,967500.0,0.144970414,0.232484076,1200000.0,0.219822729,0.333407412
6/1/18,8/31/18,zip code,98125,Washington,WA,Multi-Family (2-4 Unit),717500.0,0.0,-0.062091503,640000.0,0.0,-0.084406295
2/1/18,4/30/18,zip code,98188,Washington,WA,Condo/Co-op,163000.0,0.048231511,0.261121857,159475.0,0.015926103,0.174774124
9/1/21,11/30/21,zip code,98116,Washington,WA,Single Family Residential,996500.0,0.042364017,0.136259977,912490.0,0.013990443,0.076684366
12/1/13,2/28/14,zip code,98134,Washington,WA,Condo/Co-op,1015000.0,3.413043478,3.963325183,199900.0,0.0,-0.000250063
12/1/23,2/29/24,zip code,98126,Washington,WA,Townhouse,743250.0,0.086622807,0.179761905,620000.0,-0.057034221,-0.007998413
1/1/23,3/31/23,zip code,98106,Washington,WA,Townhouse,599974.5,-0.032299194,-0.032298413,590000.0,0.004255319,-0.090418562
4/1/13,6/30/13,zip code,98136,Washington,WA,All Residential,424561.5,0.02986416,0.102757143,432475.0,-0.015928096,0.070482673
7/1/20,9/30/20,zip code,98116,Washington,WA,Townhouse,699749.5,-0.021329371,-0.014437324,699999.5,0.0,0.021934377
3/1/17,5/31/17,zip code,98177,Washington,WA,Condo/Co-op,435000.0,0.06097561,-0.262711864,497474.0,-0.004952495,-0.111574248
5/1/13,7/31/13,zip code,98155,Washington,WA,All Residential,333600.0,0.05486166,0.170526316,344000.0,-0.015736767,0.075167995
5/1/22,7/31/22,zip code,98107,Washington,WA,Condo/Co-op,515000.0,-0.080275025,0.093998938,499250.0,-0.017224409,0.097255159
10/1/21,12/31/21,zip code,98133,Washington,WA,Single Family Residential,780000.0,-0.006369427,0.2,749950.0,0.000934268,0.153769231
1/1/17,3/31/17,zip code,98168,Washington,WA,Townhouse,357000.0,0.078549849,0.210272057,357000.0,0.237435009,0.065830721
10/1/20,12/31/20,zip code,98115,Washington,WA,Townhouse,704880.0,-0.003534168,-0.06009734,777000.0,0.053573608,0.036069071
12/1/17,2/28/18,zip code,98155,Washington,WA,Single Family Residential,617500.0,0.073913043,0.222651223,615000.0,0.083700441,0.208251473
1/1/16,3/31/16,zip code,98102,Washington,WA,Townhouse,819975.0,-0.088866048,0.075377049,824950.0,0.031251953,0.145008501
1/1/12,3/31/12,zip code,98119,Washington,WA,All Residential,473250.0,0.015013405,0.213461538,494000.0,0.097777778,0.076252723
10/1/20,12/31/20,zip code,98103,Washington,WA,Single Family Residential,875000.0,-0.027237354,-0.034216336,880000.0,-0.011235955,-0.011235955
11/1/19,1/31/20,zip code,98104,Washington,WA,All Residential,550000.0,0.138716356,0.106639839,464300.0,-0.064486556,-0.191818973
4/1/13,6/30/13,zip code,98105,Washington,WA,Single Family Residential,705000.0,0.029948868,0.21761658,649000.0,-0.001538462,0.082568807
8/1/17,10/31/17,zip code,98133,Washington,WA,All Residential,560000.0,0.0,0.289728236,544975.0,0.011085343,0.24423516
2/1/22,4/30/22,zip code,98188,Washington,WA,Condo/Co-op,272500.0,-0.026785714,0.26744186,259950.0,0.000192382,0.100550381
2/1/17,4/30/17,zip code,98116,Washington,WA,Single Family Residential,770000.0,0.037037037,0.073170732,685000.0,-0.021288756,-0.038461538
8/1/15,10/31/15,zip code,98103,Washington,WA,Townhouse,519500.0,-0.072334681,0.141758242,469950.0,-0.113301887,-0.031030928
10/1/18,12/31/18,zip code,98109,Washington,WA,All Residential,820000.0,0.012345679,0.241483724,749750.0,-0.000333333,0.270978132
2/1/12,4/30/12,zip code,98121,Washington,WA,All Residential,281500.0,-0.094855305,-0.083061889,349500.0,-0.001428571,0.147783251
2/1/12,4/30/12,zip code,98144,Washington,WA,Single Family Residential,400000.0,0.188707281,0.176470588,440000.0,0.104140527,0.060240964
9/1/21,11/30/21,zip code,98168,Washington,WA,Multi-Family (2-4 Unit),732500.0,-0.04248366,0.246808511,677000.0,0.0,0.034456414
8/1/12,10/31/12,zip code,98198,Washington,WA,Townhouse,112475.0,-0.166851852,0.145366599,92800.0,0.017265004,0.066666667
5/1/12,7/31/12,zip code,98110,Washington,WA,Condo/Co-op,315000.0,0.086206897,-0.030769231,332000.0,-0.020648968,0.009118541
1/1/20,3/31/20,zip code,98122,Washington,WA,Condo/Co-op,471500.0,0.130763235,0.013978495,461500.0,-0.028421053,0.025555556
9/1/19,11/30/19,zip code,98109,Washington,WA,Multi-Family (2-4 Unit),1275000.0,-0.233082707,,1250000.0,0.108672033,
8/1/16,10/31/16,zip code,98112,Washington,WA,Single Family Residential,1145000.0,0.013274336,-0.05644829,1098944.0,0.022273488,-0.102536546
5/1/19,7/31/19,zip code,98164,Washington,WA,All Residential,742500.0,-0.061018021,-0.246192893,639950.0,0.0,-0.145594126
3/1/19,5/31/19,zip code,98103,Washington,WA,Single Family Residential,914000.0,0.040291373,-0.062564103,877000.0,-0.020111732,-0.003352463
2/1/22,4/30/22,zip code,98102,Washington,WA,Single Family Residential,1550000.0,-0.042027194,0.183206107,1900000.0,0.071932299,0.266666667
5/1/13,7/31/13,zip code,98188,Washington,WA,Multi-Family (2-4 Unit),300000.0,,,489000.0,,
4/1/12,6/30/12,zip code,98199,Washington,WA,Condo/Co-op,226000.0,0.002217295,0.386503067,205000.0,0.038106089,0.084656085
1/1/15,3/31/15,zip code,98103,Washington,WA,Multi-Family (2-4 Unit),662500.0,-0.068541301,0.1205074,649000.0,-0.222707947,-0.072790914
11/1/15,1/31/16,zip code,98101,Washington,WA,All Residential,547500.0,-0.099506579,0.020979021,609950.0,-0.004081966,-0.205380406
4/1/22,6/30/22,zip code,98146,Washington,WA,Multi-Family (2-4 Unit),1080000.0,,,921856.5,,
4/1/15,6/30/15,zip code,98115,Washington,WA,Townhouse,463000.0,-0.193028322,0.02320442,500000.0,-0.090743772,0.14949135
8/1/14,10/31/14,zip code,98115,Washington,WA,All Residential,522500.0,-0.011352886,0.080661841,500000.0,0.0,0.058257051
3/1/19,5/31/19,zip code,98102,Washington,WA,Condo/Co-op,464950.0,0.0,-0.117741935,465000.0,0.033333333,-0.050923564
7/1/21,9/30/21,zip code,98178,Washington,WA,Single Family Residential,625000.0,-0.007936508,0.033057851,604950.0,-0.008278689,0.141415094
5/1/23,7/31/23,zip code,98198,Washington,WA,Single Family Residential,635000.0,0.007936508,-0.0078125,599000.0,-0.025937068,-0.001666667
2/1/15,4/30/15,zip code,98168,Washington,WA,All Residential,233475.0,0.044630872,0.228815789,274000.0,0.064284327,0.246020919
10/1/20,12/31/20,zip code,98103,Washington,WA,All Residential,785000.0,0.0,0.006410256,774950.0,-6.45e-05,0.003203987
4/1/17,6/30/17,zip code,98115,Washington,WA,Townhouse,818990.0,0.241834723,0.379031063,866990.0,0.24841067,0.550966011
1/1/12,3/31/12,zip code,98116,Washington,WA,Condo/Co-op,252250.0,0.077991453,-0.279285714,235000.0,0.056417172,-0.287878788
6/1/21,8/31/21,zip code,98136,Washington,WA,Condo/Co-op,417500.0,0.120880596,0.0,419000.0,0.0,-0.018735363
10/1/22,12/31/22,zip code,98148,Washington,WA,All Residential,592950.0,0.002493766,-0.066220472,560000.0,-0.034482759,-0.139490179
10/1/21,12/31/21,zip code,98109,Washington,WA,Townhouse,920500.0,-0.036125654,0.102461225,1299950.0,0.0,0.590152905
1/1/18,3/31/18,zip code,98146,Washington,WA,Condo/Co-op,140050.0,-0.222160511,-0.538017483,180000.0,-0.076804719,0.19205298
7/1/19,9/30/19,zip code,98109,Washington,WA,Multi-Family (2-4 Unit),1410000.0,0.0,0.488126649,1127475.0,,-0.590009091
9/1/18,11/30/18,zip code,98118,Washington,WA,Townhouse,530750.0,0.0,0.010952381,569400.0,-0.001052632,-0.03294837
11/1/15,1/31/16,zip code,98110,Washington,WA,Townhouse,500000.0,-0.080036799,0.17370892,494000.0,-0.091911765,0.098998888
9/1/16,11/30/16,zip code,98115,Washington,WA,Single Family Residential,700000.0,-0.034482759,0.076923077,679900.0,0.007259259,0.066551629
6/1/13,8/31/13,zip code,98109,Washington,WA,Condo/Co-op,322500.0,-0.006163328,0.396103896,317000.0,-0.03058104,0.006349206
1/1/15,3/31/15,zip code,98110,Washington,WA,Condo/Co-op,320000.0,-0.166666667,0.006289308,339900.0,0.045846154,0.216100179
10/1/21,12/31/21,zip code,98105,Washington,WA,All Residential,965000.0,-0.015306122,0.019276472,960000.0,-0.03030303,0.075630252
9/1/22,11/30/22,zip code,98110,Washington,WA,Single Family Residential,1319000.0,-0.084027778,0.02248062,1397475.0,-0.036224138,0.001774194
11/1/21,1/31/22,zip code,98110,Washington,WA,Condo/Co-op,730011.0,0.081497778,0.339469725,698500.0,0.0028715,0.671052632
11/1/18,1/31/19,zip code,98110,Washington,WA,Condo/Co-op,520000.0,0.066666667,0.247002398,455000.0,0.203703704,-0.046121593
7/1/18,9/30/18,zip code,98155,Washington,WA,Condo/Co-op,287750.0,-0.040673446,0.151,277500.0,-0.008751563,0.144447881
3/1/16,5/31/16,zip code,98188,Washington,WA,Single Family Residential,347500.0,0.061230722,0.268248175,339950.0,0.007333877,0.236519051
3/1/13,5/31/13,zip code,98112,Washington,WA,All Residential,720750.0,-0.012671233,0.135933806,747250.0,-0.03518399,-0.119846879
7/1/21,9/30/21,zip code,98109,Washington,WA,All Residential,677450.0,-0.096673112,-0.168773006,691250.0,-0.008249641,-0.071524513
8/1/22,10/31/22,zip code,98148,Washington,WA,Townhouse,592950.0,-0.15291405,,585000.0,-0.120294138,
12/1/22,2/28/23,zip code,98148,Washington,WA,All Residential,572500.0,-0.025531915,-0.065306122,577494.0,0.121347573,-0.037508396
8/1/14,10/31/14,zip code,98136,Washington,WA,Townhouse,372000.0,-0.038138332,0.305263158,379500.0,0.0,0.050591736
12/1/23,2/29/24,zip code,98155,Washington,WA,Single Family Residential,905000.0,0.090361446,0.218855219,884000.0,0.105,0.094770736
2/1/14,4/30/14,zip code,98125,Washington,WA,Townhouse,304500.0,0.127777778,0.353333333,324475.0,0.179909091,0.111215753
3/1/20,5/31/20,zip code,98117,Washington,WA,Condo/Co-op,423750.0,0.210748879,-0.047752809,787500.0,0.400062225,0.438356164
5/1/18,7/31/18,zip code,98175,Washington,WA,Condo/Co-op,377500.0,0.0,,355000.0,0.0,
1/1/18,3/31/18,zip code,98199,Washington,WA,Condo/Co-op,440000.0,-0.022222222,0.323308271,410500.0,-0.010843373,0.440350877
8/1/15,10/31/15,zip code,98126,Washington,WA,All Residential,425000.0,-0.026345934,0.207386364,429000.0,0.009411765,0.129244538
6/1/15,8/31/15,zip code,98122,Washington,WA,All Residential,549000.0,-0.010810811,0.183189655,550000.0,0.042752868,0.172707889
7/1/16,9/30/16,zip code,98199,Washington,WA,Single Family Residential,863000.0,0.056465187,0.090679305,885000.0,0.026086957,0.156862745
4/1/16,6/30/16,zip code,98105,Washington,WA,Multi-Family (2-4 Unit),850000.0,0.075268817,-0.056603774,815000.0,0.018813676,-0.089385475
11/1/13,1/31/14,zip code,98121,Washington,WA,Condo/Co-op,355000.0,0.021582734,0.197301855,449900.0,-0.099100903,0.428253968
7/1/20,9/30/20,zip code,98155,Washington,WA,Single Family Residential,678750.0,0.032319392,0.070583596,672475.0,0.034656512,0.093455285
